date,purple_price,blue_price,light_blue_price,green_price,yellow_price,orange_price,red_price
2023-02-19,16759.137875508546,28215.476282410484,33554.04514823307,39902.7092274013,47452.58572111035,56430.95256482095,79805.4184548026
2023-02-20,16778.049454830776,28247.315582366908,33591.90867027795,39947.73679721614,47506.13282750544,56494.6311647338,79895.47359443227
2023-02-21,16796.978704447585,28279.184631811713,33629.80757062609,39992.80643916092,47559.729966376806,56558.36926362342,79985.61287832184
2023-02-22,16815.92563744151,28311.0834527705,33667.74187547048,40037.91818438455,47613.37717476693,56622.166905540995,80075.8363687691
2023-02-23,16834.890266902228,28343.012067280888,33705.711611018414,40083.072064052925,47667.074489738545,56686.02413456177,80166.14412810585
2023-02-24,16853.872605926583,28374.970497392565,33743.71680349154,40128.26810934901,47720.82194837463,56749.94099478512,80256.53621869802
2023-02-25,16872.87266761856,28406.958765167234,33781.75747912578,40173.506351472766,47774.61958777842,56813.91753033445,80347.01270294553
2023-02-26,16891.89046508931,28438.97689267866,33819.833664171434,40218.78682164122,47828.46744507341,56877.95378535731,80437.57364328243
2023-02-27,16910.926011457133,28471.024902012654,33857.94538489309,40264.10955108841,47882.365557403355,56942.0498040253,80528.21910217682
2023-02-28,16929.979319847498,28503.1028152671,33896.09266756972,40309.474571065475,47936.31396193232,57006.20563053419,80618.94914213095
2023-03-01,16949.050403393045,28535.21065455193,33934.27553849461,40354.88191284058,47990.31269584464,57070.421309103855,80709.76382568116
2023-03-02,16968.13927523356,28567.348441989143,33972.494023975385,40400.33160769895,48044.361796344914,57134.69688397828,80800.6632153979
2023-03-03,16987.245948516014,28599.516199712813,34010.74815033405,40445.823686942895,48098.46130065808,57199.03239942562,80891.64737388579
2023-03-04,17006.37043639455,28631.71394986908,34049.037943906966,40491.35818189179,48152.61124602936,57263.42789973815,80982.71636378358
2023-03-05,17025.512752030478,28663.94171461617,34087.36343104484,40536.93512388209,48206.81166972429,57327.88342923232,81073.87024776418
2023-03-06,17044.672908592285,28696.199516124383,34125.724638112755,40582.55454426735,48261.06260902874,57392.39903224876,81165.1090885347
2023-03-07,17063.850919255645,28728.48737657612,34164.12159149017,40628.2164744182,48315.36410124889,57456.97475315223,81256.4329488364
2023-03-08,17083.046797203402,28760.805318165858,34202.55431757093,40673.92094572239,48369.71618371127,57521.61063633171,81347.84189144478
2023-03-09,17102.2605556256,28793.153363100173,34241.02284276325,40719.667989584756,48424.11889376274,57586.30672620034,81439.33597916951
2023-03-10,17121.49220771945,28825.53153359775,34279.52719348974,40765.45763742726,48478.57226877051,57651.06306719549,81530.91527485452
